"Condition_Num","booklet","correct","correct_response","passage","response","response_time","total_response_time"
"2","1","0","a","2","space","5308","438478"
"2","1","0","a","2","space","3958","442436"
"2","1","0","a","2","n","2092","444528"
"2","1","0","a","2","space","1803","446331"
"2","1","0","a","2","space","1938","448269"
"2","1","0","a","2","space","7951","456220"
"2","1","0","a","2","n","1578","457798"
"2","1","0","a","2","space","6798","464596"
"","","1","c","2","c","4247","470486"
"","","1","d","2","d","18052","488538"
"","","1","d","2","d","5848","494386"
"","","0","e","2","a","14222","508608"
"1","1","0","e","3","space","886","509494"
"1","1","0","e","3","space","4708","514202"
"1","1","0","e","3","space","14127","528329"
"1","1","0","e","3","space","5044","533373"
"1","1","0","e","3","space","4549","537922"
"1","1","0","e","3","space","8926","546848"
"1","1","0","e","3","n","1915","548763"
"1","1","0","e","3","space","96285","645048"
"1","1","0","e","3","space","6948","651996"
"1","1","0","e","3","space","5358","657354"
"1","1","0","e","3","space","6660","664014"
"1","1","0","e","3","n","1641","665655"
"","","1","c","3","c","7273","673980"
"","","1","d","3","d","8432","682412"
"","","0","c","3","d","10503","692915"
"","","0","e","3","c","7719","700634"
"2","1","0","e","4","space","888","701522"
"2","1","0","e","4","space","3435","704957"
"2","1","0","e","4","space","3478","708435"
"2","1","0","e","4","space","4470","712905"
"2","1","0","e","4","space","3872","716777"
"2","1","0","e","4","space","2680","719457"
"2","1","0","e","4","space","2689","722146"
"2","1","0","e","4","space","4437","726583"
"2","1","0","e","4","n","1753","728336"
"2","1","0","e","4","space","8552","736888"
"2","1","0","e","4","n","1835","738723"
"2","1","0","e","4","space","4344","743067"
"2","1","0","e","4","space","7737","750804"
"2","1","0","e","4","n","1354","752158"
"2","1","0","e","4","space","2884","755042"
"2","1","0","e","4","n","2059","757101"
"2","1","0","e","4","space","6390","763491"
"2","1","0","e","4","space","10085","773576"
"","","1","b","4","b","5065","779796"
"","","1","a","4","a","5007","784803"
"","","1","a","4","a","9695","794498"
"","","1","d","4","d","16296","810794"
"1","1","0","d","5","space","1240","812034"
"1","1","0","d","5","space","8210","820244"
"1","1","0","d","5","space","19325","839569"
"1","1","0","d","5","space","6149","845718"
"1","1","0","d","5","space","7801","853519"
"1","1","0","d","5","n","1641","855160"
"1","1","0","d","5","space","3561","858721"
"1","1","0","d","5","space","6059","864780"
"1","1","0","d","5","n","1977","866757"
"1","1","0","d","5","space","2449","869206"
"1","1","0","d","5","space","14249","883455"
"1","1","0","d","5","space","9003","892458"
"1","1","0","d","5","n","1417","893875"
"","","0","b","5","a","7253","902186"
"","","0","b","5","e","7200","909386"
"","","0","c","5","a","17417","926803"
"","","0","d","5","e","10755","937558"
"2","1","0","d","6","space","967","938525"
"2","1","0","d","6","space","2457","940982"
"2","1","0","d","6","n","2138","943120"
"2","1","0","d","6","space","6174","949294"
"2","1","0","d","6","space","2564","951858"
"2","1","0","d","6","space","5931","957789"
"2","1","0","d","6","space","5136","962925"
"2","1","0","d","6","space","4686","967611"
"2","1","0","d","6","space","9101","976712"
"2","1","0","d","6","n","1467","978179"
"2","1","0","d","6","space","3419","981598"
"2","1","0","d","6","space","1863","983461"
"2","1","0","d","6","space","6888","990349"
"2","1","0","d","6","space","2737","993086"
"2","1","0","d","6","space","4928","998014"
"2","1","0","d","6","n","1657","999671"
"2","1","0","d","6","space","3803","1003474"
"2","1","0","d","6","space","3271","1006745"
"2","1","0","d","6","n","1594","1008339"
"2","1","0","d","6","space","2549","1010888"
"","","1","d","6","d","6344","1018058"
"","","0","c","6","d","5957","1024015"
"","","0","d","6","e","17941","1041956"
"","","0","d","6","e","8549","1050505"
"1","1","0","d","7","space","1201","1051706"
"1","1","0","d","7","space","12122","1063828"
"1","1","0","d","7","space","4578","1068406"
"1","1","0","d","7","space","8455","1076861"
"1","1","0","d","7","n","2650","1079511"
"1","1","0","d","7","space","4688","1084199"
"1","1","0","d","7","space","10161","1094360"
"1","1","0","d","7","space","11162","1105522"
"1","1","0","d","7","space","7393","1112915"
"1","1","0","d","7","space","5333","1118248"
"1","1","0","d","7","space","11944","1130192"
"1","1","0","d","7","space","8071","1138263"
"1","1","0","d","7","n","1929","1140192"
"","","0","a","7","c","8249","1149731"
"","","1","a","7","a","9561","1159292"
"","","0","b","7","a","9203","1168495"
"","","0","c","7","e","10006","1178501"
"2","1","0","c","8","space","1146","1179647"
"2","1","0","c","8","space","4151","1183798"
"2","1","0","c","8","space","4787","1188585"
"2","1","0","c","8","space","4710","1193295"
"2","1","0","c","8","space","4471","1197766"
"2","1","0","c","8","space","9466","1207232"
"2","1","0","c","8","y","1513","1208745"
"2","1","0","c","8","space","5731","1214476"
"2","1","0","c","8","space","7337","1221813"
"2","1","0","c","8","y","1257","1223070"
"2","1","0","c","8","space","5570","1228640"
"2","1","0","c","8","space","5930","1234570"
"2","1","0","c","8","y","1465","1236035"
"2","1","0","c","8","space","5045","1241080"
"2","1","0","c","8","space","4422","1245502"
"","","1","e","8","e","8377","1255179"
"","","0","b","8","a","7910","1263089"
"","","1","a","8","a","11526","1274615"
"","","1","e","8","e","12691","1287306"
